Table Name,ID,Parent ID,Change Type,Attribute,Original Value,New Value
OH Primary,215460852,N/A,UPDATE,installed_length,58,56
OH Primary,215460852,N/A,UPDATE,phase_orientation,ABC,CBA
OH Primary,215462246,N/A,UPDATE,calculated_length,171.4,unset
OH Primary,215462246,N/A,UPDATE,installed_length,124,56
OH Primary,215462246,N/A,UPDATE,phase_orientation,ABC,CBA
OH Primary,215462246,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
Edist Device Feeder,527274785,N/A,INSERT,,,
Cable Segment Delta,527272662,N/A,INSERT,,,
Cable Segment Delta,527272502,N/A,INSERT,,,
Cable Segment Delta,527272534,N/A,INSERT,,,
Pole,228899784,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Audit History,165072628,N/A,INSERT,,,
Audit History,165073197,N/A,INSERT,,,
OH Primary,215461065,N/A,UPDATE,installed_length,59,62
OH Primary,215461065,N/A,UPDATE,phase_orientation,ABC,CBA
Cable Segment Delta,527272478,N/A,INSERT,,,
Cable Segment Delta,527272510,N/A,INSERT,,,
Cable Segment Delta,527272638,N/A,INSERT,,,
Audit History,165071880,N/A,INSERT,,,
Audit History,165071215,N/A,INSERT,,,
OH Primary,221509363,N/A,UPDATE,installed_length,79,118
Audit History,165075422,N/A,INSERT,,,
Pole,527271704,N/A,INSERT,,,
Cable Segment Delta,527271896,N/A,INSERT,,,
Cable Segment Delta,527271928,N/A,INSERT,,,
Cable Segment Delta,527272497,N/A,INSERT,,,
Audit History,165075441,N/A,INSERT,,,
Audit History,165073695,N/A,INSERT,,,
Audit History,165073727,N/A,INSERT,,,
Audit History,165073759,N/A,INSERT,,,
OH Primary,215466259,N/A,UPDATE,calculated_length,124.9,170.9
OH Primary,215466259,N/A,UPDATE,installed_length,124.9,168
OH Primary,215466259,N/A,GEOM UPDATE,route,chain (1),"chain (2) - Length Changed 46' 7.67"""
Audit History,165071132,N/A,INSERT,,,
Audit History,165072117,N/A,INSERT,,,
Audit History,165071925,N/A,INSERT,,,
Audit History,165071196,N/A,INSERT,,,
Audit History,165073753,N/A,INSERT,,,
Audit History,165073817,N/A,INSERT,,,
Audit History,165073300,N/A,INSERT,,,
Audit History,165073332,N/A,INSERT,,,
Audit History,165071985,N/A,INSERT,,,
OH Primary,389186656,N/A,UPDATE,installed_length,160.1,106
Audit History,165071778,N/A,INSERT,,,
Audit History,165071810,N/A,INSERT,,,
Audit History,165092837,N/A,INSERT,,,
OH Fuse,233833645,N/A,UPDATE,type,Unknown,Cutout
Pole,229023299,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,228997392,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
OH Primary,215460794,N/A,UPDATE,installed_length,238,235
OH Primary,215460794,N/A,UPDATE,phase_orientation,CBA,ABC
OH Primary,215463141,N/A,UPDATE,calculated_length,66.61,69.27
OH Primary,215463141,N/A,UPDATE,installed_length,66,60
OH Primary,215463141,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
Audit History,165071112,N/A,INSERT,,,
Audit History,165071144,N/A,INSERT,,,
Audit History,165070447,N/A,INSERT,,,
Audit History,165071937,N/A,INSERT,,,
Pole,229023925,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Primary,215461388,N/A,UPDATE,calculated_length,72.45,unset
OH Primary,215461388,N/A,UPDATE,installed_length,73,52
OH Primary,215461388,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
Audit History,165071213,N/A,INSERT,,,
Audit History,165072070,N/A,INSERT,,,
Audit History,165071277,N/A,INSERT,,,
Audit History,165071974,N/A,INSERT,,,
OH Primary,215383892,N/A,UPDATE,installed_length,127,121
Audit History,165074021,N/A,INSERT,,,
Audit History,165073228,N/A,INSERT,,,
Audit History,165073260,N/A,INSERT,,,
Audit History,165073324,N/A,INSERT,,,
Pole,229027531,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 20' 7.27"""
Primary Wire,215462807,215462804,UPDATE,insulation,WP,BARE
OH Transformer Bank Unit,236019279,236019268,UPDATE,phase,C,A
Cable Segment Delta,527271895,N/A,INSERT,,,
Cable Segment Delta,527271927,N/A,INSERT,,,
Distributed Generation,527272624,N/A,INSERT,,,
Audit History,165073822,N/A,INSERT,,,
Audit History,165075216,N/A,INSERT,,,
Audit History,165075248,N/A,INSERT,,,
Audit History,165074519,N/A,INSERT,,,
Pole,229027997,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Cable Segment Delta,527272067,N/A,INSERT,,,
Cable Segment Delta,527272099,N/A,INSERT,,,
Cable Segment Delta,527272131,N/A,INSERT,,,
Cable Segment Delta,527272173,N/A,INSERT,,,
OH Primary,215465716,N/A,UPDATE,installed_length,161,160
OH Primary,215465716,N/A,UPDATE,phase_orientation,ABC,BCA
OH Primary,215466285,N/A,UPDATE,installed_length,101,104
Primary Wire,476784410,215461111,UPDATE,insulation,WP,BARE
Audit History,165071711,N/A,INSERT,,,
Audit History,165071839,N/A,INSERT,,,
Audit History,165071248,N/A,INSERT,,,
Audit History,165071120,N/A,INSERT,,,
Audit History,165071152,N/A,INSERT,,,
Audit History,165070428,N/A,INSERT,,,
Audit History,165070492,N/A,INSERT,,,
Audit History,165071221,N/A,INSERT,,,
Audit History,165071285,N/A,INSERT,,,
Cable Segment Delta,527272663,N/A,INSERT,,,
Cable Segment Delta,527271902,N/A,INSERT,,,
Cable Segment Delta,527271934,N/A,INSERT,,,
Audit History,165073705,N/A,INSERT,,,
Audit History,165071303,N/A,INSERT,,,
Audit History,165071872,N/A,INSERT,,,
Audit History,165071904,N/A,INSERT,,,
OH Primary,215276023,N/A,UPDATE,installed_length,101,105
OH Switch Unit,449361183,449361173,UPDATE,phase,ABC,A
OH Primary,215462340,N/A,UPDATE,installed_length,104,100
OH Primary,215462340,N/A,UPDATE,phase_orientation,CBA,ABC
Cable Segment Delta,527271932,N/A,INSERT,,,
Edist Device Feeder,527272597,N/A,INSERT,,,
Distributed Generation,527272533,N/A,INSERT,,,
Cable Segment Delta,527274784,N/A,INSERT,,,
OH Primary,441768724,N/A,UPDATE,installed_length,113,99
Audit History,165071737,N/A,INSERT,,,
Audit History,165072594,N/A,INSERT,,,
Primary Wire,476784404,215461009,UPDATE,insulation,WP,BARE
OH Primary,220779373,N/A,UPDATE,installed_length,31.48,56
OH Primary,220779373,N/A,UPDATE,phase_orientation,ABC,CBA
Pole,228998867,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,228999436,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Primary Wire,215462774,215462771,UPDATE,insulation,WP,BARE
OH Primary,215461695,N/A,UPDATE,installed_length,102,99
OH Primary,215461695,N/A,UPDATE,phase_orientation,ABC,CBA
Cable Segment Delta,527272495,N/A,INSERT,,,
Cable Segment Delta,527272527,N/A,INSERT,,,
Cable Segment Delta,527272655,N/A,INSERT,,,
Cable Segment Delta,527271894,N/A,INSERT,,,
Audit History,165073885,N/A,INSERT,,,
Audit History,165073917,N/A,INSERT,,,
Audit History,165074486,N/A,INSERT,,,
Cable Segment Delta,527272171,N/A,INSERT,,,
Pole,229028629,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229028661,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229028725,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165071364,N/A,INSERT,,,
Pole,229002409,N/A,UPDATE,status,Retired,Deleted
OH Primary,215462968,N/A,UPDATE,installed_length,119,116
OH Primary,215463000,N/A,UPDATE,installed_length,121,118
Cable Segment Delta,527272369,N/A,INSERT,,,
Cable Segment Delta,527272401,N/A,INSERT,,,
Cable Segment Delta,527272433,N/A,INSERT,,,
Audit History,165071639,N/A,INSERT,,,
Audit History,165075263,N/A,INSERT,,,
Audit History,165075455,N/A,INSERT,,,
Cable Segment Delta,527272120,N/A,INSERT,,,
Audit History,165070445,N/A,INSERT,,,
Audit History,165071110,N/A,INSERT,,,
Audit History,165071142,N/A,INSERT,,,
Audit History,165071174,N/A,INSERT,,,
Audit History,165074015,N/A,INSERT,,,
Audit History,165074079,N/A,INSERT,,,
Audit History,165074808,N/A,INSERT,,,
Pole,438399594,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165073364,N/A,INSERT,,,
Audit History,165073997,N/A,INSERT,,,
Pole,229024748,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165071598,N/A,INSERT,,,
OH Primary,216933384,N/A,UPDATE,installed_length,136,137
Audit History,165071909,N/A,INSERT,,,
Audit History,165072101,N/A,INSERT,,,
Audit History,165070483,N/A,INSERT,,,
OH Primary,438557439,N/A,UPDATE,installed_length,191.8,181
OH Primary,438557439,N/A,UPDATE,phase_orientation,ABC,BAC
Audit History,165071071,N/A,INSERT,,,
Audit History,165073955,N/A,INSERT,,,
Audit History,165073987,N/A,INSERT,,,
Audit History,165074019,N/A,INSERT,,,
Audit History,165070485,N/A,INSERT,,,
OH Primary,215462601,N/A,UPDATE,installed_length,100,101
OH Primary,441768768,N/A,UPDATE,installed_length,143.6,149
OH Transformer Bank Unit,441898720,441898699,UPDATE,phase,C,B
Primary Wire,215462773,215462771,UPDATE,insulation,WP,BARE
Cable Segment Delta,527271893,N/A,INSERT,,,
Audit History,165075214,N/A,INSERT,,,
Audit History,165075342,N/A,INSERT,,,
Audit History,165075374,N/A,INSERT,,,
Audit History,165075406,N/A,INSERT,,,
Cable Segment Delta,527271970,N/A,INSERT,,,
Cable Segment Delta,527272066,N/A,INSERT,,,
Cable Segment Delta,527272098,N/A,INSERT,,,
Cable Segment Delta,527272130,N/A,INSERT,,,
OH Primary,215465682,N/A,UPDATE,installed_length,133,131
Audit History,165074690,N/A,INSERT,,,
Audit History,165074882,N/A,INSERT,,,
Audit History,165074914,N/A,INSERT,,,
Audit History,165073929,N/A,INSERT,,,
Audit History,165075138,N/A,INSERT,,,
Distributed Generation,419395058,N/A,UPDATE,type,PV,Unknown
Audit History,165070487,N/A,INSERT,,,
Audit History,165070508,N/A,INSERT,,,
Audit History,165071333,N/A,INSERT,,,
Audit History,165070412,N/A,INSERT,,,
Audit History,165071237,N/A,INSERT,,,
Cable Segment Delta,527272100,N/A,INSERT,,,
Cable Segment Delta,527272132,N/A,INSERT,,,
Cable Segment Delta,527272164,N/A,INSERT,,,
Pole,229023794,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229024555,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229024651,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165073963,N/A,INSERT,,,
Audit History,165073995,N/A,INSERT,,,
Audit History,165073330,N/A,INSERT,,,
Audit History,165074916,N/A,INSERT,,,
Audit History,165071735,N/A,INSERT,,,
Audit History,165073161,N/A,INSERT,,,
Audit History,165071831,N/A,INSERT,,,
Audit History,165071764,N/A,INSERT,,,
Audit History,165071796,N/A,INSERT,,,
Audit History,165073350,N/A,INSERT,,,
Audit History,165073382,N/A,INSERT,,,
Pole,229025942,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,228998769,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,228999594,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,228999626,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,228999626,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 6' 11.55"""
Audit History,165073444,N/A,INSERT,,,
Audit History,165074495,N/A,INSERT,,,
Audit History,165075352,N/A,INSERT,,,
Audit History,165071890,N/A,INSERT,,,
Cable Segment Delta,527272493,N/A,INSERT,,,
Cable Segment Delta,527271892,N/A,INSERT,,,
Cable Segment Delta,527271924,N/A,INSERT,,,
Audit History,165073851,N/A,INSERT,,,
Audit History,165073883,N/A,INSERT,,,
Audit History,165075245,N/A,INSERT,,,
Audit History,165073915,N/A,INSERT,,,
Audit History,165072081,N/A,INSERT,,,
OH Primary,215465585,N/A,UPDATE,calculated_length,47.71,56.55
OH Primary,215465585,N/A,GEOM UPDATE,route,chain (1),"chain (2) - Length Changed 11' 6.90"""
Audit History,165072840,N/A,INSERT,,,
Audit History,165072680,N/A,INSERT,,,
Audit History,165072744,N/A,INSERT,,,
Audit History,165073601,N/A,INSERT,,,
Audit History,165071156,N/A,INSERT,,,
Audit History,165071188,N/A,INSERT,,,
Audit History Alternative,165070395,N/A,INSERT,,,
Audit History,165072045,N/A,INSERT,,,
Cable Segment Delta,527274817,N/A,INSERT,,,
Cable Segment Delta,527274849,N/A,INSERT,,,
Cable Segment Delta,527274881,N/A,INSERT,,,
Audit History,165092896,N/A,INSERT,,,
Audit History,165071108,N/A,INSERT,,,
Audit History,165071140,N/A,INSERT,,,
Audit History,165070475,N/A,INSERT,,,
Primary Wire,441688915,441688903,UPDATE,status,Existing,Deleted
OH Primary,215462145,N/A,UPDATE,installed_length,130,126
Audit History,165071275,N/A,INSERT,,,
Audit History,165071307,N/A,INSERT,,,
Audit History,165071339,N/A,INSERT,,,
Audit History,165071211,N/A,INSERT,,,
Pole,228899779,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Pole,229027648,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165074373,N/A,INSERT,,,
Audit History,165071862,N/A,INSERT,,,
Audit History,165074017,N/A,INSERT,,,
Audit History,165073921,N/A,INSERT,,,
Audit History,165073953,N/A,INSERT,,,
OH Primary,215460831,N/A,UPDATE,installed_length,244,242
OH Primary,215462954,N/A,UPDATE,installed_length,128,139
OH Primary,221509541,N/A,UPDATE,installed_length,99,98
Pole,229028636,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229028700,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,228997374,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,228999561,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
UG Transformer Bank Unit,66682039,66682029,UPDATE,status,Existing,Deleted
Pole,231266636,N/A,UPDATE,status,Existing,Deleted
Cable Segment Delta,527271891,N/A,INSERT,,,
Cable Segment Delta,527271923,N/A,INSERT,,,
Cable Segment Delta,527272492,N/A,INSERT,,,
Primary Cable,527271699,527271668,INSERT,,,
Audit History,165073786,N/A,INSERT,,,
Audit History,165074643,N/A,INSERT,,,
Audit History,165075212,N/A,INSERT,,,
Audit History,165075436,N/A,INSERT,,,
Cable Segment Delta,527274786,N/A,INSERT,,,
Cable Segment Delta,527274818,N/A,INSERT,,,
Cable Segment Delta,527271965,N/A,INSERT,,,
Cable Segment Delta,527272061,N/A,INSERT,,,
Cable Segment Delta,527272093,N/A,INSERT,,,
Cable Segment Delta,527272125,N/A,INSERT,,,
Audit History,165073272,N/A,INSERT,,,
Audit History,165073304,N/A,INSERT,,,
Primary Structure Node,527272716,N/A,INSERT,,,
Cable Segment Delta,527272097,N/A,INSERT,,,
Audit History,165070462,N/A,INSERT,,,
Audit History,165073989,N/A,INSERT,,,
Audit History,165073634,N/A,INSERT,,,
Audit History,165071802,N/A,INSERT,,,
Audit History,165071837,N/A,INSERT,,,
Audit History,165072630,N/A,INSERT,,,
Audit History,165073701,N/A,INSERT,,,
Audit History,165073733,N/A,INSERT,,,
Audit History,165073765,N/A,INSERT,,,
Audit History,165073004,N/A,INSERT,,,
UG Primary,453018766,N/A,UPDATE,calculated_length,54.89,54.89
UG Primary,453018766,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
Cable Segment Delta,527271959,N/A,INSERT,,,
Cable Segment Delta,527272055,N/A,INSERT,,,
Audit History,165070410,N/A,INSERT,,,
Audit History,165070442,N/A,INSERT,,,
Audit History,165071331,N/A,INSERT,,,
Audit History,165071235,N/A,INSERT,,,
Pole,229023888,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229023952,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229023984,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165071100,N/A,INSERT,,,
Audit History,165071637,N/A,INSERT,,,
Audit History,165071733,N/A,INSERT,,,
Audit History,165073159,N/A,INSERT,,,
Audit History,165072668,N/A,INSERT,,,
Pole,229027526,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229026573,N/A,UPDATE,framing_type,Unknown,Vertical Neutral High
Audit History,165072006,N/A,INSERT,,,
Audit History,165071878,N/A,INSERT,,,
Audit History,165075420,N/A,INSERT,,,
Cable Segment Delta,527272491,N/A,INSERT,,,
Cable Segment Delta,527271890,N/A,INSERT,,,
Cable Segment Delta,527271922,N/A,INSERT,,,
Audit History,165074514,N/A,INSERT,,,
Audit History,165074610,N/A,INSERT,,,
Audit History,165075243,N/A,INSERT,,,
Audit History,165073881,N/A,INSERT,,,
Primary Wire,441767900,441767888,UPDATE,status,Existing,Deleted
Pole,441768629,N/A,UPDATE,framing_type,Unknown,Double Circuit Vertical Neutral High
Pole,441768629,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 0' 3.00"""
Audit History,165074151,N/A,INSERT,,,
Audit History,165073927,N/A,INSERT,,,
Audit History,165071138,N/A,INSERT,,,
Audit History,165071106,N/A,INSERT,,,
Audit History,165070505,N/A,INSERT,,,
Audit History,165071202,N/A,INSERT,,,
Cable Segment Delta,527272163,N/A,INSERT,,,
OH Primary,438399622,N/A,UPDATE,calculated_length,74.26,74.71
OH Primary,438399622,N/A,UPDATE,installed_length,89.02,99
OH Fuse Unit,234125278,234125266,UPDATE,status,Existing,Deleted
OH Fuse Unit,234125246,234125234,UPDATE,status,Existing,Deleted
Audit History,165072632,N/A,INSERT,,,
Distributed Generation,419395468,N/A,UPDATE,type,PV,Unknown
Audit History,165071146,N/A,INSERT,,,
Audit History,165072067,N/A,INSERT,,,
OH Primary,215462157,N/A,UPDATE,installed_length,163,161
OH Primary,215462221,N/A,UPDATE,calculated_length,179.7,unset
OH Primary,215462221,N/A,UPDATE,installed_length,174.6,57
OH Primary,215462221,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
OH Primary,215462982,N/A,UPDATE,installed_length,100,96
OH Primary,215462982,N/A,UPDATE,phase_orientation,ABC,CBA
Audit History,165092855,N/A,INSERT,,,
Audit History,165071828,N/A,INSERT,,,
Audit History,165071860,N/A,INSERT,,,
Audit History,165071668,N/A,INSERT,,,
Pole,229023278,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Audit History,165071922,N/A,INSERT,,,
Audit History,165092885,N/A,INSERT,,,
Pole,229023767,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229024528,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
OH Primary,221510053,N/A,UPDATE,installed_length,35,34
UG Transformer,236076539,N/A,UPDATE,facility_tag_y,83,84
UG Transformer,236076539,N/A,UPDATE,xcel_energy_device_id,3 - 0 - 15 - 0 - 83,3 - 0 - 15 - 0 - 84
UG Transformer,236076539,N/A,UPDATE,xcel_energy_field_stencil,15 - 83,15 - 84
Cable Segment Delta,527272586,N/A,INSERT,,,
Cable Segment Delta,527272618,N/A,INSERT,,,
Cable Segment Delta,527272650,N/A,INSERT,,,
Audit History,165074481,N/A,INSERT,,,
Audit History,165074577,N/A,INSERT,,,
Audit History,165075210,N/A,INSERT,,,
Audit History,165075274,N/A,INSERT,,,
OH Primary,441768864,N/A,UPDATE,installed_length,145.7,139
Cable Segment Delta,527271936,N/A,INSERT,,,
Cable Segment Delta,527271968,N/A,INSERT,,,
Cable Segment Delta,527272032,N/A,INSERT,,,
Cable Segment Delta,527272064,N/A,INSERT,,,
Pole,229002404,N/A,UPDATE,status,Retired,Deleted
Audit History,165074688,N/A,INSERT,,,
Audit History,165071676,N/A,INSERT,,,
Audit History,165073294,N/A,INSERT,,,
OH Transformer Bank,235982255,N/A,UPDATE,facility_tag_x,72,943
OH Transformer Bank,235982255,N/A,UPDATE,facility_tag_y,63,507
OH Transformer Bank,235982255,N/A,UPDATE,xcel_energy_device_id,3 - 0 - 72 - 0 - 63,3 - 0 - 943 - 0 - 507
OH Transformer Bank,235982255,N/A,UPDATE,xcel_energy_field_stencil,72 - 63,943 - 507
Audit History,165070426,N/A,INSERT,,,
Audit History,165070394,N/A,INSERT,,,
Audit History,165071219,N/A,INSERT,,,
OH Primary,436262898,N/A,UPDATE,installed_length,77.72,84
OH Primary,436262898,N/A,UPDATE,phase_orientation,ABC,BAC
Audit History,165071233,N/A,INSERT,,,
Audit History,165070408,N/A,INSERT,,,
Audit History,165070472,N/A,INSERT,,,
Primary Wire,476783299,215373838,UPDATE,status,Existing,Deleted
OH Primary,216949427,N/A,UPDATE,installed_length,131,124
Pole,229023758,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,229023854,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229023918,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Fuse Unit,234125245,234125234,UPDATE,status,Existing,Deleted
Cable Segment Delta,527271929,N/A,INSERT,,,
Cable Segment Delta,527272498,N/A,INSERT,,,
Pole,229024537,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229024633,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165072057,N/A,INSERT,,,
Audit History,165073515,N/A,INSERT,,,
Audit History,165071098,N/A,INSERT,,,
Audit History,165071635,N/A,INSERT,,,
Pole,229026795,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Cable Segment Delta,527272094,N/A,INSERT,,,
Cable Segment Delta,527272126,N/A,INSERT,,,
Cable Segment Delta,527272158,N/A,INSERT,,,
Cable Segment Delta,527275010,N/A,INSERT,,,
Cable Segment Delta,527271920,N/A,INSERT,,,
Distributed Generation,527272585,N/A,INSERT,,,
Cable Segment Delta,527272489,N/A,INSERT,,,
Cable Segment Delta,527272521,N/A,INSERT,,,
Audit History,165073719,N/A,INSERT,,,
Audit History,165073847,N/A,INSERT,,,
Audit History,165073879,N/A,INSERT,,,
Audit History,165073911,N/A,INSERT,,,
Pole,229027990,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 16' 6.63"""
Pole,229027990,N/A,GEOM UPDATE,anno,Unset GEOM,text (2)
Audit History,165073362,N/A,INSERT,,,
OH Primary,215465549,N/A,UPDATE,installed_length,149,150
OH Primary,215466246,N/A,UPDATE,installed_length,128,126
Audit History,165071047,N/A,INSERT,,,
Audit History,165071317,N/A,INSERT,,,
Audit History,165071264,N/A,INSERT,,,
Audit History,165071200,N/A,INSERT,,,
Audit History,165070439,N/A,INSERT,,,
Audit History,165071104,N/A,INSERT,,,
Audit History,165074077,N/A,INSERT,,,
Audit History,165073949,N/A,INSERT,,,
Audit History,165074742,N/A,INSERT,,,
Audit History,165073981,N/A,INSERT,,,
Pole,229024582,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
OH Fuse Unit,234125244,234125234,UPDATE,status,Existing,Deleted
OH Primary,215461508,N/A,UPDATE,installed_length,168,166
Audit History,165071273,N/A,INSERT,,,
Audit History,165071305,N/A,INSERT,,,
Audit History,165071337,N/A,INSERT,,,
Audit History,165071874,N/A,INSERT,,,
OH Primary,215383916,N/A,UPDATE,installed_length,98,96
OH Primary,215383916,N/A,UPDATE,phase_orientation,ABC,CBA
OH Primary,215383948,N/A,UPDATE,installed_length,106,105
Audit History,165073284,N/A,INSERT,,,
Audit History,165073316,N/A,INSERT,,,
Cable Segment Delta,527272475,N/A,INSERT,,,
Cable Segment Delta,527272507,N/A,INSERT,,,
Pole,229026033,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Audit History,165071244,N/A,INSERT,,,
OH Primary,215461373,N/A,UPDATE,calculated_length,85.21,85.7
OH Primary,215461373,N/A,GEOM UPDATE,route,chain (1),"chain (2) - Length Changed 1' 8.59"""
OH Primary,215462671,N/A,UPDATE,installed_length,87,83
OH Primary,215462703,N/A,UPDATE,installed_length,104,101
Audit History,165075415,N/A,INSERT,,,
Audit History,165075447,N/A,INSERT,,,
Distributed Generation,527272520,N/A,INSERT,,,
Edist Device Feeder,527272584,N/A,INSERT,,,
Cable Segment Delta,527272488,N/A,INSERT,,,
Cable Segment Delta,527271919,N/A,INSERT,,,
Audit History,165073117,N/A,INSERT,,,
Audit History,165073149,N/A,INSERT,,,
Audit History,165074639,N/A,INSERT,,,
Audit History,165075208,N/A,INSERT,,,
Cable Segment Delta,527274977,N/A,INSERT,,,
Audit History,165073165,N/A,INSERT,,,
Audit History,165071643,N/A,INSERT,,,
Audit History,165073389,N/A,INSERT,,,
Audit History,165071707,N/A,INSERT,,,
Audit History,165072242,N/A,INSERT,,,
Audit History,165072306,N/A,INSERT,,,
OH Primary,215462377,N/A,UPDATE,installed_length,86,87
OH Transformer Bank,235982532,N/A,UPDATE,output_voltage,Unknown,'120/240'
Primary Wire,215466014,215466012,UPDATE,status,Existing,Deleted
Audit History,165070502,N/A,INSERT,,,
Audit History,165070406,N/A,INSERT,,,
Cable Segment Delta,527272162,N/A,INSERT,,,
OH Fuse,233833469,N/A,UPDATE,type,Unknown,Cutout
Audit History,165073961,N/A,INSERT,,,
Audit History,165073993,N/A,INSERT,,,
Audit History,165071774,N/A,INSERT,,,
Audit History,165071806,N/A,INSERT,,,
OH Transformer Bank Unit,476510085,237639673,UPDATE,status,Existing,Deleted
OH Primary,214993522,N/A,UPDATE,calculated_length,201.1,188.3
OH Primary,214993522,N/A,UPDATE,installed_length,203,106
OH Primary,214993522,N/A,GEOM UPDATE,route,chain (1),chain (2) - Length Changed  < 1cm
Audit History,165071032,N/A,INSERT,,,
OH Primary,248997007,N/A,UPDATE,installed_length,54.7,56
Pole,229024350,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Pole,229024478,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Primary Wire,215461148,215461147,UPDATE,insulation,WP,BARE
Pole,228998827,N/A,UPDATE,framing_type,Unknown,Vertical Neutral Low
Pole,228999556,N/A,UPDATE,framing_type,Unknown,Horizontal Neutral Low
Cable Segment Delta,527272487,N/A,INSERT,,,
Cable Segment Delta,527272519,N/A,INSERT,,,
Electric XY,82418777,N/A,GEOM UPDATE,location,point (1),"point (2) - Moved 0' 11.11"""
Audit History,165072956,N/A,INSERT,,,
Audit History,165073877,N/A,INSERT,,,
Audit History,165074510,N/A,INSERT,,,
Audit History,165073909,N/A,INSERT,,,
Audit History,165073717,N/A,INSERT,,,
Audit History,165073749,N/A,INSERT,,,
Audit History,165073781,N/A,INSERT,,,
Audit History,165073813,N/A,INSERT,,,
Audit History,165073845,N/A,INSERT,,,
Audit History,165075303,N/A,INSERT,,,
Audit History,165075335,N/A,INSERT,,,
Audit History,165073783,N/A,INSERT,,,
Audit History,165073815,N/A,INSERT,,,
Audit History,165073687,N/A,INSERT,,,
Audit History,165075367,N/A,INSERT,,,
Audit History,165073409,N/A,INSERT,,,
Audit History,165073505,N/A,INSERT,,,
Audit History,165074606,N/A,INSERT,,,
Audit History,165071951,N/A,INSERT,,,
Cable Segment Delta,527272367,N/A,INSERT,,,
Cable Segment Delta,527272399,N/A,INSERT,,,
Cable Segment Delta,527272431,N/A,INSERT,,,
Primary Wire,436263464,436263457,UPDATE,status,Existing,Deleted
Cable Segment Delta,527272500,N/A,INSERT,,,
Cable Segment Delta,527272660,N/A,INSERT,,,
Audit History,165070469,N/A,INSERT,,,
Primary Structure Node,527275133,N/A,INSERT,,,
OH Primary,216949488,N/A,UPDATE,installed_length,44,41
Pole,229027865,N/A,UPDATE,status,Retired,Deleted
OH Fuse,233833372,N/A,UPDATE,type,Unknown,Cutout
